DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,1.27718,0.32136
,0.1,0.89906,0.68102
,0.2,0.6178,-0.69247
,0.3,1.43585,3.27069
,0.4,1.11884,-0.88504
,0.5,1.13462,0.92834
,0.6,1.27236,0.70044
,0.7,1.19741,0.44513
,0.8,1.58414,0.19815
,0.9,1.78957,-0.84065
,1,2.58707,-0.98437
,1.1,1.76979,-2.00121
,1.2,2.60183,-1.12501
,1.3,3.11731,-2.72602
,1.4,3.27619,0.34785
,1.5,3.75708,-1.74644
,1.6,4.93959,-1.36932
,1.7,5.5384,-1.27919
,1.8,5.18614,-1.76978
,1.9,7.63068,-1.86819
,2,7.95031,0.35732
,2.1,8.47954,3.30823
,2.2,10.1829,2.97264
,2.3,9.28176,1.65595
,2.4,9.53627,0.56013
,2.5,9.47163,1.76733
,2.6,9.3809,0.32449
,2.7,9.7158,-6.7916e-2
,2.8,8.81394,1.62525
,2.9,6.92069,-0.52763
,3,8.19633,0.95646
,3.1,6.78383,1.38398
,3.2,5.55771,1.53583
,3.3,5.93155,1.69698
,3.4,4.97681,0.86922
,3.5,5.05369,1.47915
,3.6,4.31901,0.34846
,3.7,3.84235,1.72876
,3.8,3.2816,0.73323
,3.9,1.85852,0.66446
,4,1.59451,0.44294
,4.1,0.4052,0.6476
,4.2,0.70409,3.10663
,4.3,-0.70995,-0.13213
,4.4,3.3705e-2,0.32414
,4.5,-0.58039,-1.59206
,4.6,0.71225,0.17947
,4.7,-0.44241,-0.11266
,4.8,1.51189,0.13097
,4.9,0.45908,-0.43597
,5,1.5366,3.5338e-2
,5.1,0.21077,-0.51301
,5.2,1.09605,0.34467
,5.3,1.92865,8.5716e-2
,5.4,2.05823,0.21629
,5.5,5.25722,-1.15168
,5.6,6.23713,-0.1507
,5.7,8.99588,2.43719
,5.8,12.0605,3.92325
,5.9,13.8941,6.67322
,6,13.2653,5.3169
,6.1,12.5036,5.6513
,6.2,14.2827,5.82853
,6.3,14.2488,5.3907
,6.4,13.3896,5.67168
,6.5,14.6241,5.70408
,6.6,14.3045,4.93843
,6.7,14.586,6.47412
,6.8,14.0677,6.35025
,6.9,13.39,6.28847
,7,13.6645,6.22891
,7.1,14.6346,6.25215
,7.2,14.6504,5.92244
,7.3,14.6214,6.07081
,7.4,14.4896,5.44757
,7.5,13.4513,5.79601
,7.6,12.3415,5.11719
,7.7,10.3861,4.90772
,7.8,9.85458,5.99518
,7.9,7.99773,5.2834
,8,6.89617,4.26645
,8.1,5.17436,3.28798
,8.2,4.36389,3.64201
,8.3,1.76925,1.45382
,8.4,1.14946,0.43183
,8.5,1.47775,-6.0128e-2
,8.6,0.74396,2.97539
,8.7,1.00025,-0.10931
,8.8,6.7548e-2,-1.58132
,8.9,-0.76247,0.86417
,9,-2.33861,-0.61692
,9.1,-0.91965,-0.3998
,9.2,-1.65843,0.20829
,9.3,-1.88074,-8.2935e-2
,9.4,-1.58154,-3.2236e-2
,9.5,-2.5442,-1.57354
,9.6,-1.29411,-0.7528
,9.7,-1.38522,-0.66176
,9.8,0.82608,-0.7471
,9.9,1.62326,-0.16103
,10,2.43587,-2.7653e-2
