DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,1.40352,-0.17853
,0.1,1.35251,-0.52005
,0.2,1.96268,0.40574
,0.3,1.41284,-0.4667
,0.4,0.46407,-0.10207
,0.5,0.62705,-0.69807
,0.6,1.39612,0.18822
,0.7,3.04962,-1.90918
,0.8,3.19941,-1.40946
,0.9,5.4812,-1.18429
,1,4.97055,-0.94146
,1.1,7.15075,-0.64148
,1.2,8.45453,3.777e-3
,1.3,8.36838,1.37635
,1.4,11.7121,3.41327
,1.5,12.6326,2.77817
,1.6,14.0853,2.69068
,1.7,13.8394,2.62916
,1.8,13.564,3.04412
,1.9,13.7796,3.77196
,2,15.3802,4.235
,2.1,14.516,4.39762
,2.2,14.968,4.63665
,2.3,14.6359,4.84849
,2.4,15.1505,5.54091
,2.5,14.8137,6.22116
,2.6,15.3128,4.62421
,2.7,15.2214,4.80191
,2.8,14.9272,3.89671
,2.9,13.9837,3.85873
,3,12.162,5.54412
,3.1,11.1804,3.61093
,3.2,9.26663,3.5162
,3.3,8.09461,3.89916
,3.4,7.57897,4.19016
,3.5,7.63202,4.78039
,3.6,5.68936,2.75171
,3.7,6.22679,3.36811
,3.8,5.56173,3.78114
,3.9,4.73241,4.11469
,4,4.07109,3.63045
,4.1,2.84777,1.35637
,4.2,1.55172,1.73382
,4.3,1.87122,1.24795
,4.4,1.97014,0.98335
,4.5,1.39449,1.05252
,4.6,2.01146,4.0865e-2
,4.7,2.6019,0.56188
,4.8,1.64651,1.02853
,4.9,1.84604,1.04156
,5,1.93528,0.5187
,5.1,1.45538,2.96747
,5.2,2.07918,0.80949
,5.3,2.27646,9.5742e-2
,5.4,4.2267,-0.58186
,5.5,4.40507,-0.61556
,5.6,4.5277,-0.30298
,5.7,5.8575,-0.20618
,5.8,6.12775,-0.1813
,5.9,5.30428,0.58075
,6,6.13894,0.6521
,6.1,6.42292,0.54443
,6.2,6.82082,0.68281
,6.3,7.15827,0.18503
,6.4,7.01626,0.34565
,6.5,6.92478,0.70375
,6.6,6.73629,2.84247
,6.7,6.96613,0.59514
,6.8,7.14844,0.91079
,6.9,6.97998,0.52952
,7,6.12018,0.59728
,7.1,6.65259,-6.3372e-2
,7.2,7.04809,0.14226
,7.3,6.91966,0.52328
,7.4,6.92027,1.90103
,7.5,7.94475,3.583e-3
,7.6,6.94657,0.40827
,7.7,5.74621,0.55926
,7.8,5.80428,0.94908
,7.9,5.09434,0.31902
,8,4.29469,1.55047
,8.1,3.85861,1.37139
,8.2,3.14765,0.28718
,8.3,3.80142,0.98335
,8.4,3.19451,0.80992
,8.5,2.28402,-0.68832
,8.6,0.93071,0.10305
,8.7,0.26883,0.2598
,8.8,-0.27879,0.14214
,8.9,-0.34191,0.41091
,9,-1.12212,-0.42136
,9.1,-0.95755,0.60439
,9.2,-0.8157,1.16624
,9.3,-0.2858,1.32754
,9.4,0.60629,-0.63474
,9.5,0.33772,-6.9114e-2
,9.6,1.29912,0.18349
,9.7,0.15858,-0.26763
,9.8,1.00241,0.38945
,9.9,1.03766,0.64862
,10,2.04293,-0.50158
,10.1,3.00015,-0.11332
,10.2,2.16297,-0.35419
